table_key,page_start,page_end,title_guess,section,table_family,column_pattern,entities,periods,continuation_candidate,continuation_group,confidence,review_reasons
2026-2027-p054,54,54,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",True,continuation-008,high,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p055,55,55,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",True,continuation-008,high,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p057,57,57,2026/2027 Operating Budget,Operating Budget,operating_statement,"item | budget | forecast (2025/2026, 2026/2027)","[""City of Charlottetown""]","[""2025/2026"", ""2026/2027""]",False,,medium,[]
2026-2027-p058,58,58,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",False,continuation-009,high,[]
2026-2027-p059,59,59,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",True,continuation-009,high,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p060,60,60,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",True,continuation-009,high,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p062,62,62,2026/2027 Operating Budget,Operating Budget,operating_statement,"item | budget | forecast (2025/2026, 2026/2027)","[""City of Charlottetown""]","[""2025/2026"", ""2026/2027""]",False,,medium,[]
2026-2027-p063,63,63,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",False,continuation-010,high,[]
2026-2027-p064,64,64,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",True,continuation-010,high,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p066,66,66,2026/2027 Operating Budget,Operating Budget,operating_statement,"item | budget | forecast (2025/2026, 2026/2027)","[""City of Charlottetown""]","[""2025/2026"", ""2026/2027""]",False,continuation-011,medium,[]
2026-2027-p067,67,67,2026/2027 Draft Operating Budget,Operating Budget,operating_statement,"item | budget | forecast (2025/2026, 2026/2027)","[""City of Charlottetown""]","[""2025/2026"", ""2026/2027""]",True,continuation-011,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p068,68,68,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",False,,high,[]
2026-2027-p069,69,69,-,Operating Budget,operating_statement,item | amount (unlabeled period),[],[],False,continuation-012,medium,[]
2026-2027-p070,70,70,-,Operating Budget,operating_statement,item | amount (unlabeled period),[],[],True,continuation-012,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p071,71,71,Utilities -,Operating Budget,operating_statement,item | amount (unlabeled period),[],[],True,continuation-012,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p072,72,72,Utilities,Operating Budget,operating_statement,item | amount (unlabeled period),[],[],True,continuation-012,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p074,74,74,Central Field Building Security,Operating Budget,operating_statement,item | amount (unlabeled period),[],[],False,,medium,[]
2026-2027-p076,76,76,2026/2027 Operating Budget,Operating Budget,operating_statement,"item | budget | forecast (2025/2026, 2026/2027)","[""City of Charlottetown""]","[""2025/2026"", ""2026/2027""]",False,,medium,[]
2026-2027-p077,77,77,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget | variance (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",False,continuation-013,high,[]
2026-2027-p078,78,78,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget | variance (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",True,continuation-013,high,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p079,79,79,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",True,continuation-013,high,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p080,80,80,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",True,continuation-013,high,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p082,82,82,2026/2027 Operating Budget,Operating Budget,operating_statement,"item | budget | forecast (2025/2026, 2026/2027)","[""City of Charlottetown""]","[""2025/2026"", ""2026/2027""]",False,,medium,[]
2026-2027-p083,83,83,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",False,continuation-014,high,[]
2026-2027-p084,84,84,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",True,continuation-014,high,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p085,85,85,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",True,continuation-014,high,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p087,87,87,2026/2027 Operating Budget,Operating Budget,operating_statement,"item | budget | forecast (2025/2026, 2026/ 2027, 2026/2027)","[""City of Charlottetown""]","[""2025/2026"", ""2026/ 2027"", ""2026/2027""]",False,,medium,[]
2026-2027-p088,88,88,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",False,continuation-015,high,[]
2026-2027-p089,89,89,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget (2026/2027),"[""Charlottetown Water and Sewer"", ""City of Charlottetown""]","[""2026/2027""]",True,continuation-015,high,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p090,90,90,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",True,continuation-015,high,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p091,91,91,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",True,continuation-015,high,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p092,92,92,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",True,continuation-015,high,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p094,94,94,2026/2027 Operating Budget,Operating Budget,operating_statement,"item | budget | forecast (2025/2026, 2026/2027)","[""Charlottetown Water and Sewer"", ""City of Charlottetown""]","[""2025/2026"", ""2026/2027""]",False,,high,[]
2026-2027-p095,95,95,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget (2026/2027),"[""Charlottetown Water and Sewer"", ""City of Charlottetown""]","[""2026/2027""]",False,continuation-016,high,[]
2026-2027-p096,96,96,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",True,continuation-016,high,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p097,97,97,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",True,continuation-016,high,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p098,98,98,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",True,continuation-016,high,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p099,99,99,2026/2027 Operating Budget,Operating Budget,operating_detail,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",True,continuation-016,high,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p101,101,101,Charlottetown Civic Centre Management Inc.,Operating Budget,operating_statement,item | budget (2026-2027),"[""City of Charlottetown""]","[""2026-2027""]",False,,high,[]
2026-2027-p102,102,102,"Ticket Printing Revenue 80,000.00",Operating Budget,operating_statement,item | amount (unlabeled period),[],[],False,continuation-017,high,[]
2026-2027-p103,103,103,Payroll Expenses,Operating Budget,operating_statement,item | amount (unlabeled period),[],[],True,continuation-017,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p104,104,104,Training,Operating Budget,operating_statement,item | amount (unlabeled period),[],[],True,continuation-017,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p105,105,105,Bell Aliant Centre,Operating Budget,facility_operating_statement,"item | budget (2025-2026, 2026-2027, 2026-27)","[""Bell Aliant Centre"", ""City of Charlottetown""]","[""2025-2026"", ""2026-2027"", ""2026-27""]",False,continuation-018,medium,[]
2026-2027-p106,106,106,Bell Aliant Centre,Operating Budget,facility_operating_statement,"item | budget | variance (2025-26, 2026-27)","[""Bell Aliant Centre""]","[""2025-26"", ""2026-27""]",True,continuation-018,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p107,107,107,Bell Aliant Centre,Operating Budget,facility_operating_statement,"item | budget | variance (2025-26, 2026-27)","[""Bell Aliant Centre""]","[""2025-26"", ""2026-27""]",True,continuation-018,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p108,108,108,Bell Aliant Centre,Operating Budget,facility_operating_statement,"item | budget | variance (2025-26, 2026-2027, 2026-27)","[""Bell Aliant Centre""]","[""2025-26"", ""2026-2027"", ""2026-27""]",True,continuation-018,high,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p110,110,110,CITY OF CHARLOTTETOWN AND CHARLOTTETOWN WATER & SEWER,Capital Budget,capital_budget_schedule,"item | budget (2025/26, 2026/2027, 2026/27)","[""Bell Aliant Centre"", ""Eastlink Centre"", ""Charlottetown Water and Sewer"", ""City of Charlottetown""]","[""2025/26"", ""2026/2027"", ""2026/27""]",False,continuation-019,medium,[]
2026-2027-p111,111,111,2026/2027 Capital Budget,Capital Budget,capital_budget_schedule,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",True,continuation-019,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p112,112,112,Downtown Tree Planters,Capital Budget,capital_project_profile,profile field | narrative value,[],[],False,continuation-020,medium,[]
2026-2027-p113,113,113,Victoria Park EV Charger,Capital Budget,capital_project_profile,profile field | narrative value,[],[],True,continuation-020,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p114,114,114,Active Transportation (AT),Capital Budget,capital_project_profile,profile field | narrative value,[],[],True,continuation-020,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p115,115,115,Public Transit Buses,Capital Budget,capital_project_profile,profile field | narrative value,[],"[""2026"", ""2026-2027"", ""2027""]",True,continuation-020,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p116,116,116,Transit Infrastructure,Capital Budget,capital_project_profile,profile field | narrative value,[],[],True,continuation-020,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p117,117,117,2026/2027 Capital Budget,Capital Budget,capital_budget_schedule,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",False,,medium,[]
2026-2027-p118,118,118,New Fire Station,Capital Budget,capital_project_profile,profile field | narrative value,[],[],False,continuation-021,medium,[]
2026-2027-p119,119,119,Fire Engine Replacement,Capital Budget,capital_project_profile,profile field | narrative value,[],[],True,continuation-021,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p120,120,120,2026/2027 Capital Budget,Capital Budget,capital_budget_schedule,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",False,,medium,[]
2026-2027-p121,121,121,New City Website,Capital Budget,capital_project_profile,profile field | narrative value,[],"[""2026/27""]",False,,medium,[]
2026-2027-p122,122,122,2026/2027 Capital Budget,Capital Budget,capital_budget_schedule,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",False,continuation-022,medium,[]
2026-2027-p123,123,123,2026/2027 Capital Budget,Capital Budget,capital_budget_schedule,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",True,continuation-022,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p124,124,124,Multi-Use Outdoor Facility,Capital Budget,capital_project_profile,profile field | narrative value,[],[],False,continuation-023,medium,[]
2026-2027-p125,125,125,Simmons Artificial Turf Field,Capital Budget,capital_project_profile,profile field | narrative value,[],"[""2026""]",True,continuation-023,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p126,126,126,East Royalty Landfill Old Road and,Capital Budget,capital_project_profile,profile field | narrative value,[],[],True,continuation-023,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p127,127,127,2026/2027 Capital Budget,Capital Budget,capital_budget_schedule,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",False,,medium,[]
2026-2027-p128,128,128,Vehicle Equipment,Capital Budget,capital_project_profile,profile field | narrative value,[],[],False,,medium,[]
2026-2027-p129,129,129,Specialized Equipment,Capital Budget,capital_project_profile,profile field | narrative value,[],[],False,continuation-024,high,[]
2026-2027-p130,130,130,Communication Equipment,Capital Budget,capital_project_profile,profile field | narrative value,[],[],True,continuation-024,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p131,131,131,Investigative Tools and Technology,Capital Budget,capital_project_profile,profile field | narrative value,[],[],True,continuation-024,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p132,132,132,Community Safety,Capital Budget,capital_project_profile,profile field | narrative value,[],[],True,continuation-024,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p133,133,133,2026/2027 Capital Budget,Capital Budget,capital_budget_schedule,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",False,continuation-025,medium,[]
2026-2027-p134,134,134,2026/2027 Capital Budget,Capital Budget,capital_budget_schedule,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",True,continuation-025,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p135,135,135,2026/2027 Capital Budget,Capital Budget,capital_budget_schedule,item | budget (2026/2027),"[""City of Charlottetown""]","[""2026/2027""]",True,continuation-025,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p136,136,136,Euston St. Redevelopment,Capital Budget,capital_project_profile,profile field | narrative value,[],"[""2008"", ""2030"", ""2040""]",False,continuation-026,medium,[]
2026-2027-p137,137,137,Exhibition Drive Reconstruction,Capital Budget,capital_project_profile,profile field | narrative value,[],[],True,continuation-026,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p138,138,138,Pownal Street Parkade Upgrades,Capital Budget,capital_project_profile,profile field | narrative value,[],"[""2008"", ""2012""]",True,continuation-026,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p139,139,139,Street Resurfacing,Capital Budget,capital_project_profile,profile field | narrative value,[],[],True,continuation-026,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p140,140,140,Traffic Calming,Capital Budget,capital_project_profile,profile field | narrative value,[],[],True,continuation-026,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p141,141,141,Sherwood Recreation Hall Upgrades,Capital Budget,capital_project_profile,profile field | narrative value,[],"[""2025-26""]",True,continuation-026,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p142,142,142,North River Road & Capital Drive,Capital Budget,capital_project_profile,profile field | narrative value,[],[],True,continuation-026,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p143,143,143,New Sidewalk Construction,Capital Budget,capital_project_profile,profile field | narrative value,[],"[""2026/27""]",True,continuation-026,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p144,144,144,2026/2027 Capital Budget,Capital Budget,capital_budget_schedule,item | budget (2026/2027),"[""Charlottetown Water and Sewer"", ""City of Charlottetown""]","[""2026/2027""]",False,,medium,[]
2026-2027-p146,146,146,2026/2027 Capital Budget,Capital Budget,capital_budget_schedule,item | budget (2026/2027),"[""Eastlink Centre"", ""City of Charlottetown""]","[""2026/2027""]",False,continuation-027,medium,[]
2026-2027-p147,147,147,2026/2027 Capital Budget,Capital Budget,capital_budget_schedule,item | budget (2026/2027),"[""Bell Aliant Centre"", ""City of Charlottetown""]","[""2026/2027""]",True,continuation-027,medium,"[""adjacent same-family page; continuation requires visual review""]"
2026-2027-p149,149,149,2026/2027 Operating Budget,Appendix - Taxes and Rates,tax_assessment_rate,class | assessment | rate | revenue,"[""City of Charlottetown""]","[""2026/2027""]",False,,medium,[]
2026-2027-p151,151,151,2026/2027 Operating Budget,Appendix - Debt,debt_schedule,instrument | balance | principal | interest,"[""City of Charlottetown""]","[""2010"", ""2012"", ""2013"", ""2016"", ""2018"", ""2020"", ""2023"", ""2025"", ""2026"", ""2026/2027"", ""2030"", ""2031"", ""2032"", ""2033"", ""2036"", ""2038"", ""2039"", ""2041"", ""2045"", ""2047"", ""2054""]",False,,high,[]
2026-2027-p153,153,153,2026/2027 Operating Budget,Appendix - Debt,debt_schedule,instrument | balance | principal | interest,"[""City of Charlottetown""]","[""2010"", ""2012"", ""2013"", ""2018"", ""2020"", ""2023"", ""2025"", ""2026"", ""2026/2027"", ""2026/27"", ""2030"", ""2031"", ""2032"", ""2033"", ""2038"", ""2047"", ""2054""]",False,,high,[]
